player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal
1532872,Artur Aleksanyan,M,Armenia,ARM,2024,Summer,Paris,Wrestling,Men's Greco-Roman 97kg,Silver
1532873,Malkhas Amoyan,M,Armenia,ARM,2024,Summer,Paris,Wrestling,Men's Greco-Roman 77kg,Bronze
1532874,Slavik Galstyan,M,Armenia,ARM,2024,Summer,Paris,Wrestling,Men's Greco-Roman 67kg,No medal
1532944,Arsen Harutyunyan,M,Armenia,ARM,2024,Summer,Paris,Wrestling,Men's Freestyle 57kg,No medal
1532945,Vazgen Tevanyan,M,Armenia,ARM,2024,Summer,Paris,Wrestling,Men's Freestyle 65kg,No medal
1532951,Lorena Arenas,F,Colombia,COL,2024,Summer,Paris,Athletics,Women's 20km Race Walk,No medal
1532951,Lorena Arenas,F,Colombia,COL,2024,Summer,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal
1533112,McKENZIE Ashley,M,Jamaica,JAM,2024,Summer,Paris,Judo,Men -60 kg,No medal
1533136,Mariam Bass,F,Gambia,GAM,2024,Summer,Paris,Athletics,Women's 100m,No medal
1533136,Mariam Bass,F,Gambia,GAM,2024,Summer,Paris,Athletics,Women's 200m,No medal
1533176,Ebrahima Camara,M,Gambia,GAM,2024,Summer,Paris,Athletics,Men's 100m,No medal
1533188,Lizeth Rueda,F,Mexico,MEX,2024,Summer,Paris,Triathlon,Women's Individual,No medal
1533189,Maria Tapia,F,Mexico,MEX,2024,Summer,Paris,Triathlon,Women's Individual,No medal
1533190,Crisanto Grajales,M,Mexico,MEX,2024,Summer,Paris,Triathlon,Men's Individual,No medal
1533208,Hachim Maaroufou,M,Comoros,COM,2024,Summer,Paris,Athletics,Men's 100m,No medal
1533209,Maesha Saadi,F,Comoros,COM,2024,Summer,Paris,Swimming,Women's 50m Freestyle,No medal
1533230,Nuria Diosdado,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533230,Nuria Diosdado,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Duet,No medal
1533231,Joana Jimenez,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533231,Joana Jimenez,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Duet,No medal
1533232,Jessica Sobrino,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533234,Regina Alferez,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533235,Fernanda Arellano,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533237,Pamela Toscano,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533239,Itzamary Gonzalez,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533240,Samanta Rodriguez,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533243,Glenda Inzunza,F,Mexico,MEX,2024,Summer,Paris,Artistic Swimming,Team,No medal
1533245,Sajjad Sehen,M,Iraq,IRQ,2024,Summer,Paris,Judo,Men -81 kg,No medal
1533359,Yusur Rubaiawi,M,Iraq,IRQ,2024,Summer,Paris,Weightlifting,Men's +102kg,No medal
1533364,Mohamed Ismail,M,Djibouti,DJI,2024,Summer,Paris,Athletics,Men's 5000m,No medal
1533371,Ibrahim Hassan,M,Djibouti,DJI,2024,Summer,Paris,Athletics,Men's Marathon,No medal
1533372,Abdi Waiss,M,Djibouti,DJI,2024,Summer,Paris,Athletics,Men's 5000m,No medal
1533374,Samiyah Hassan,F,Djibouti,DJI,2024,Summer,Paris,Athletics,Women's 5000m,No medal
1533378,Houmed Houssein,M,Djibouti,DJI,2024,Summer,Paris,Swimming,Men's 50m Freestyle,No medal
1535180,Andy Barat,M,Comoros,COM,2024,Summer,Paris,Canoe Slalom,Men's Kayak Single,No medal
1535180,Andy Barat,M,Comoros,COM,2024,Summer,Paris,Canoe Slalom,Men's Kayak Cross,No medal
1535186,Angel Martinez,M,Mexico,MEX,2024,Summer,Paris,Boxing,Men's 63.5kg,No medal
1535187,Alonso Verde,M,Mexico,MEX,2024,Summer,Paris,Boxing,Men's 71kg,Silver
1535191,Alegna Gonzalez,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's 20km Race Walk,No medal
1535191,Alegna Gonzalez,F,Mexico,MEX,2024,Summer,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal
1535195,Tonatiu Lopez,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's 800m,No medal
1535199,Erick Portillo,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's High Jump,No medal
1535201,Uziel Munoz,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's Shot Put,No medal
1535202,del Diego,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's Hammer Throw,No medal
1535203,Luis Doctor,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's 20km Race Walk,No medal
1535212,Paola Moran,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's 400m,No medal
1535214,Laura Galvan,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's 5000m,No medal
1535216,Delia Cortes,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's 5000m,No medal
1535217,Citlali Cristian,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's Marathon,No medal
1535222,Jair Palma,M,Mexico,MEX,2024,Summer,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal
1535225,Elena Oetling,F,Mexico,MEX,2024,Summer,Paris,Sailing,Women's Dinghy,No medal
1535226,Mariana Aguilar,F,Mexico,MEX,2024,Summer,Paris,Sailing,Women's Windsurfing,No medal
1535252,Kenia Lechuga,F,Mexico,MEX,2024,Summer,Paris,Rowing,Women's Single Sculls,No medal
1535260,Alexis Lopez,M,Mexico,MEX,2024,Summer,Paris,Rowing,Lightweight Men's Double Sculls,No medal
1535267,Miguel Carballo,M,Mexico,MEX,2024,Summer,Paris,Rowing,Lightweight Men's Double Sculls,No medal
1535310,Luisa Blanco,F,Colombia,COL,2024,Summer,Paris,Artistic Gymnastics,Women,No medal
1535310,Luisa Blanco,F,Colombia,COL,2024,Summer,Paris,Artistic Gymnastics,Women's All-Around,No medal
1535310,Luisa Blanco,F,Colombia,COL,2024,Summer,Paris,Artistic Gymnastics,Women's Balance Beam,No medal
1535310,Luisa Blanco,F,Colombia,COL,2024,Summer,Paris,Artistic Gymnastics,Women's Floor Exercise,No medal
1535310,Luisa Blanco,F,Colombia,COL,2024,Summer,Paris,Artistic Gymnastics,Women's Uneven Bars,No medal
1535310,Luisa Blanco,F,Colombia,COL,2024,Summer,Paris,Artistic Gymnastics,Women's Vault,No medal
1535343,Randal Willars,M,Mexico,MEX,2024,Summer,Paris,Diving,Men's 10m Platform,No medal
1535343,Randal Willars,M,Mexico,MEX,2024,Summer,Paris,Diving,Men's Synchronised 10m Platform,No medal
1535345,Kevin Berlin,M,Mexico,MEX,2024,Summer,Paris,Diving,Men's 10m Platform,No medal
1535345,Kevin Berlin,M,Mexico,MEX,2024,Summer,Paris,Diving,Men's Synchronised 10m Platform,No medal
1535346,Alejandra Orozco,F,Mexico,MEX,2024,Summer,Paris,Diving,Women's 10m Platform,No medal
1535346,Alejandra Orozco,F,Mexico,MEX,2024,Summer,Paris,Diving,Women's Synchronised 10m Platform,No medal
1535348,Gabriela Agundez,F,Mexico,MEX,2024,Summer,Paris,Diving,Women's 10m Platform,No medal
1535348,Gabriela Agundez,F,Mexico,MEX,2024,Summer,Paris,Diving,Women's Synchronised 10m Platform,No medal
1535349,Osmar Olvera,M,Mexico,MEX,2024,Summer,Paris,Diving,Men's 3m Springboard,Bronze
1535349,Osmar Olvera,M,Mexico,MEX,2024,Summer,Paris,Diving,Men's Synchronised 3m Springboard,Silver
1535350,Eugenio Garza,M,Mexico,MEX,2024,Summer,Paris,Equestrian,Jumping Individual,No medal
1535350,Eugenio Garza,M,Mexico,MEX,2024,Summer,Paris,Equestrian,Jumping Team,No medal
1535351,Federico Fernandez,M,Mexico,MEX,2024,Summer,Paris,Equestrian,Jumping Individual,No medal
1535351,Federico Fernandez,M,Mexico,MEX,2024,Summer,Paris,Equestrian,Jumping Team,No medal
1535354,de Alejandro,M,Mexico,MEX,2024,Summer,Paris,Swimming,Men's 100m Breaststroke,No medal
1535354,de Alejandro,M,Mexico,MEX,2024,Summer,Paris,Swimming,Men's 200m Breaststroke,No medal
1535356,Alexa Moreno,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women,No medal
1535356,Alexa Moreno,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's All-Around,No medal
1535356,Alexa Moreno,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Balance Beam,No medal
1535356,Alexa Moreno,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Floor Exercise,No medal
1535356,Alexa Moreno,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Uneven Bars,No medal
1535356,Alexa Moreno,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Vault,No medal
1535357,Ahtziri Sandoval,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women,No medal
1535357,Ahtziri Sandoval,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's All-Around,No medal
1535357,Ahtziri Sandoval,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Balance Beam,No medal
1535357,Ahtziri Sandoval,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Floor Exercise,No medal
1535357,Ahtziri Sandoval,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Uneven Bars,No medal
1535357,Ahtziri Sandoval,F,Mexico,MEX,2024,Summer,Paris,Artistic Gymnastics,Women's Vault,No medal
1535358,Sofia Flores,F,Mexico,MEX,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,No medal
1535359,Kimberly Salazar,F,Mexico,MEX,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,No medal
1535360,Adirem Tejeda,F,Mexico,MEX,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,No medal
1535361,Dalia Alcocer,F,Mexico,MEX,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,No medal
1535362,Julia Gutierrez,F,Mexico,MEX,2024,Summer,Paris,Rhythmic Gymnastics,Group All-Around,No medal
1535363,Emiliano Hernandez,M,Mexico,MEX,2024,Summer,Paris,Modern Pentathlon,Men's Individual,No medal
1535364,Duilio Carrillo,M,Mexico,MEX,2024,Summer,Paris,Modern Pentathlon,Men's Individual,No medal
1535365,Mayan Oliver,F,Mexico,MEX,2024,Summer,Paris,Modern Pentathlon,Women's Individual,No medal
1535366,Carlos Sansores,M,Mexico,MEX,2024,Summer,Paris,Taekwondo,Men +80kg,No medal
1535367,Paola Souza,F,Mexico,MEX,2024,Summer,Paris,Taekwondo,Women -49kg,No medal
1535368,Alan Cleland,M,Mexico,MEX,2024,Summer,Paris,Surfing,Men,No medal
1535373,Aram Grigorian,M,UA Emirates,UAE,2024,Summer,Paris,Judo,Men -90 kg,No medal
1535374,Dzhafar Kostoev,M,UA Emirates,UAE,2024,Summer,Paris,Judo,Men -100 kg,No medal
1535375,Magomedomar Magomedomarov,M,UA Emirates,UAE,2024,Summer,Paris,Judo,Men +100 kg,No medal
1535376,Nugzari Tatalashvili,M,UA Emirates,UAE,2024,Summer,Paris,Judo,Men -81 kg,No medal
1535383,Khorloodoi Bishrelt,F,UA Emirates,UAE,2024,Summer,Paris,Judo,Women -52 kg,No medal
1535385,Alexandre Houssein,M,Djibouti,DJI,2024,Summer,Paris,Judo,Men -73 kg,No medal
1535395,Safia Al,F,UA Emirates,UAE,2024,Summer,Paris,Cycling Road,Women's Road Race,No medal
1535420,Alejandra Valencia,F,Mexico,MEX,2024,Summer,Paris,Archery,Women's Individual,No medal
1535420,Alejandra Valencia,F,Mexico,MEX,2024,Summer,Paris,Archery,Women's Team,Bronze
1535420,Alejandra Valencia,F,Mexico,MEX,2024,Summer,Paris,Archery,Mixed Team,No medal
1535429,Angela Ruiz,F,Mexico,MEX,2024,Summer,Paris,Archery,Women's Individual,No medal
1535429,Angela Ruiz,F,Mexico,MEX,2024,Summer,Paris,Archery,Women's Team,Bronze
1535430,Matias Grande,M,Mexico,MEX,2024,Summer,Paris,Archery,Men's Individual,No medal
1535430,Matias Grande,M,Mexico,MEX,2024,Summer,Paris,Archery,Men's Team,No medal
1535430,Matias Grande,M,Mexico,MEX,2024,Summer,Paris,Archery,Mixed Team,No medal
1535433,Marcela Prieto,F,Mexico,MEX,2024,Summer,Paris,Cycling Road,Women's Road Race,No medal
1535438,Ismael Ramirez,M,Mexico,MEX,2024,Summer,Paris,Shooting,10m Air Rifle Men,No medal
1535438,Ismael Ramirez,M,Mexico,MEX,2024,Summer,Paris,Shooting,10m Air Rifle Mixed Team,No medal
1535439,Gabriela Rodriguez,F,Mexico,MEX,2024,Summer,Paris,Shooting,Skeet Women,No medal
1535440,Alejandra Zavala,F,Mexico,MEX,2024,Summer,Paris,Shooting,10m Air Pistol Women,No medal
1535440,Alejandra Zavala,F,Mexico,MEX,2024,Summer,Paris,Shooting,25m Pistol Women,No medal
1535441,Carlos Quezada,M,Mexico,MEX,2024,Summer,Paris,Shooting,10m Air Rifle Men,No medal
1535441,Carlos Quezada,M,Mexico,MEX,2024,Summer,Paris,Shooting,50m Rifle 3 Positions Men,No medal
1535442,Michell Penaflor,M,Mexico,MEX,2024,Summer,Paris,Triathlon,Men's Individual,No medal
1535444,Sofia Reinoso,F,Mexico,MEX,2024,Summer,Paris,Canoe Slalom,Women's Kayak Single,No medal
1535444,Sofia Reinoso,F,Mexico,MEX,2024,Summer,Paris,Canoe Slalom,Women's Kayak Cross,No medal
1535448,Beatriz Briones,F,Mexico,MEX,2024,Summer,Paris,Canoe Sprint,Women's Kayak Single 500m,No medal
1535448,Beatriz Briones,F,Mexico,MEX,2024,Summer,Paris,Canoe Sprint,Women's Kayak Double 500m,No medal
1535449,Karina Alanis,F,Mexico,MEX,2024,Summer,Paris,Canoe Sprint,Women's Kayak Single 500m,No medal
1535449,Karina Alanis,F,Mexico,MEX,2024,Summer,Paris,Canoe Sprint,Women's Kayak Double 500m,No medal
1535505,Natalia Linares,F,Colombia,COL,2024,Summer,Paris,Athletics,Women's Long Jump,No medal
1535506,Ronal Longa,M,Colombia,COL,2024,Summer,Paris,Athletics,Men's 100m,No medal
1535511,Denis Ruiz,F,Colombia,COL,2024,Summer,Paris,Athletics,Women's Javelin Throw,No medal
1535512,Angie Orjuela,F,Colombia,COL,2024,Summer,Paris,Athletics,Women's Marathon,No medal
1535513,Tatiana Renteria,F,Colombia,COL,2024,Summer,Paris,Wrestling,Women's Freestyle 76kg,Bronze
1535514,Paola Valdes,F,Colombia,COL,2024,Summer,Paris,Boxing,Women's 60kg,No medal
1535522,Valeria Arboleda,F,Colombia,COL,2024,Summer,Paris,Boxing,Women's 57kg,No medal
1535524,Victor Bolanos,M,Colombia,COL,2024,Summer,Paris,Sailing,Men's Kite,No medal
1535609,Samyar Abdoli,M,IR Iran,IRI,2024,Summer,Paris,Swimming,Men's 100m Freestyle,No medal
1535660,Asimenye Simwaka,F,Malawi,MAW,2024,Summer,Paris,Athletics,Women's 100m,No medal
1535693,Aziz Al,M,UA Emirates,UAE,2024,Summer,Paris,Equestrian,Jumping Individual,No medal
1535693,Aziz Al,M,UA Emirates,UAE,2024,Summer,Paris,Equestrian,Jumping Team,No medal
1535729,Franco Serrano,M,Argentina,ARG,2024,Summer,Paris,Modern Pentathlon,Men's Individual,No medal
1535766,Saadi Kumel,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535776,Imam Josef,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535804,Abdulameer Muntadher,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535805,Mohammed Muntadher,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535852,Maximilian Maeder,M,Singapore,SGP,2024,Summer,Paris,Sailing,Men's Kite,Bronze
1535853,Ryan Lo,M,Singapore,SGP,2024,Summer,Paris,Sailing,Men's Dinghy,No medal
1535854,Letitia Sim,F,Singapore,SGP,2024,Summer,Paris,Swimming,Women's 100m Breaststroke,No medal
1535854,Letitia Sim,F,Singapore,SGP,2024,Summer,Paris,Swimming,Women's 200m Breaststroke,No medal
1535854,Letitia Sim,F,Singapore,SGP,2024,Summer,Paris,Swimming,Women's 4 x 100m Medley Relay,No medal
1535856,Jin Tan,M,Singapore,SGP,2024,Summer,Paris,Swimming,Men's 100m Freestyle,No medal
1535856,Jin Tan,M,Singapore,SGP,2024,Summer,Paris,Swimming,Men's 50m Freestyle,No medal
1535858,Shanti Pereira,F,Singapore,SGP,2024,Summer,Paris,Athletics,Women's 100m,No medal
1535858,Shanti Pereira,F,Singapore,SGP,2024,Summer,Paris,Athletics,Women's 200m,No medal
1535910,Tahseen Zaid,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535913,Amer Hussein,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535914,Rhodict Anak,M,Malaysia,MAS,2024,Summer,Paris,Diving,Men's 10m Platform,No medal
1535916,Lawend Hussein,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535918,Johnathan Wong,M,Malaysia,MAS,2024,Summer,Paris,Shooting,10m Air Pistol Men,No medal
1535925,Aisyah Mohamad,F,Malaysia,MAS,2024,Summer,Paris,Cycling Road,Women's Road Race,No medal
1535926,Shazrin Mohamad,F,Malaysia,MAS,2024,Summer,Paris,Sailing,Women's Dinghy,No medal
1535927,Jasim Ali,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535928,Saad Karrar,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535929,Mohammed Karrar,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535930,Mohammed Nihad,M,Iraq,IRQ,2024,Summer,Paris,Football,Men,No medal
1535959,Camil Doua,M,Mauritania,MTN,2024,Summer,Paris,Swimming,Men's 50m Freestyle,No medal
1535993,Caroline Chew,F,Singapore,SGP,2024,Summer,Paris,Equestrian,Dressage Individual,No medal
1536032,Margarita Hernandez,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's Marathon,No medal
1536045,Arian Salimi,M,IR Iran,IRI,2024,Summer,Paris,Taekwondo,Men +80kg,Gold
1536058,Mehran Barkhordari,M,IR Iran,IRI,2024,Summer,Paris,Taekwondo,Men -80kg,Silver
1536064,Mobina Nematzadeh,F,IR Iran,IRI,2024,Summer,Paris,Taekwondo,Women -49kg,Bronze
1536067,Nahid Kiyanichandeh,F,IR Iran,IRI,2024,Summer,Paris,Taekwondo,Women -57kg,Silver
1536157,Adam Mpali,M,Gabon,GAB,2024,Summer,Paris,Swimming,Men's 50m Freestyle,No medal
1536175,Naima-zahra Amison,F,Djibouti,DJI,2024,Summer,Paris,Swimming,Women's 50m Freestyle,No medal
1536184,Paulo Strehlke,M,Mexico,MEX,2024,Summer,Paris,Marathon Swimming,Men's 10km,No medal
1536190,Martha Sandoval,F,Mexico,MEX,2024,Summer,Paris,Marathon Swimming,Women's 10km,No medal
1536196,Alejandra Estudillo,F,Mexico,MEX,2024,Summer,Paris,Diving,Women's 3m Springboard,No medal
1536197,Manuel Celaya,M,Mexico,MEX,2024,Summer,Paris,Diving,Men's Synchronised 3m Springboard,Silver
1536198,Aranza Vazquez,F,Mexico,MEX,2024,Summer,Paris,Diving,Women's 3m Springboard,No medal
1536207,Reza Alipour,M,IR Iran,IRI,2024,Summer,Paris,Sport Climbing,Men's Speed,No medal
1536214,Nima Alamian,M,IR Iran,IRI,2024,Summer,Paris,Table Tennis,Men's Singles,No medal
1536215,Noshad Alamiyan,M,IR Iran,IRI,2024,Summer,Paris,Table Tennis,Men's Singles,No medal
1536233,Hussein Yaseen,M,Iraq,IRQ,2024,Summer,Paris,Athletics,Men's 100m,No medal
1536251,Tulika Maan,F,India,IND,2024,Summer,Paris,Judo,Women +78 kg,No medal
1536341,Abraham Ancer,M,Mexico,MEX,2024,Summer,Paris,Golf,Men's Individual Stroke Play,No medal
1536368,Shubhankar Sharma,M,India,IND,2024,Summer,Paris,Golf,Men's Individual Stroke Play,No medal
1536371,Gaganjeet Bhullar,M,India,IND,2024,Summer,Paris,Golf,Men's Individual Stroke Play,No medal
1536372,Ermias Girma,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,Men's 1500m,No medal
1536460,Carlos Rojas,M,Mexico,MEX,2024,Summer,Paris,Archery,Men's Individual,No medal
1536460,Carlos Rojas,M,Mexico,MEX,2024,Summer,Paris,Archery,Men's Team,No medal
1536467,Bruno Martinez,M,Mexico,MEX,2024,Summer,Paris,Archery,Men's Individual,No medal
1536467,Bruno Martinez,M,Mexico,MEX,2024,Summer,Paris,Archery,Men's Team,No medal
1536479,Ana Vazquez,F,Mexico,MEX,2024,Summer,Paris,Archery,Women's Individual,No medal
1536479,Ana Vazquez,F,Mexico,MEX,2024,Summer,Paris,Archery,Women's Team,Bronze
1536494,Edgar Rivera,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's High Jump,No medal
1536495,Cecilia Tamayo-garza,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's 100m,No medal
1536495,Cecilia Tamayo-garza,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's 200m,No medal
1536496,Habitam Alemu,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 800m,No medal
1536497,Worknesh Mesele,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 800m,No medal
1536498,Tsige Duguma,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 800m,Silver
1536522,Aditi Ashok,F,India,IND,2024,Summer,Paris,Golf,Women's Individual Stroke Play,No medal
1536523,Diksha Dagar,F,India,IND,2024,Summer,Paris,Golf,Women's Individual Stroke Play,No medal
1536568,Abdisa Fayisa,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,Men's 1500m,No medal
1536585,Ilse Guerrero,F,Mexico,MEX,2024,Summer,Paris,Athletics,Women's 20km Race Walk,No medal
1536599,Noel Chama,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's 20km Race Walk,No medal
1536600,Ricardo Ortiz,M,Mexico,MEX,2024,Summer,Paris,Athletics,Men's 20km Race Walk,No medal
1536624,Neda Shahsavari,F,IR Iran,IRI,2024,Summer,Paris,Table Tennis,Women's Singles,No medal
1536632,Mobina Fallah,F,IR Iran,IRI,2024,Summer,Paris,Archery,Women's Individual,No medal
1536648,Yew Loh,M,Singapore,SGP,2024,Summer,Paris,Badminton,Men's Singles,No medal
1536649,Terry Hee,M,Singapore,SGP,2024,Summer,Paris,Badminton,Mixed Doubles,No medal
1536650,Jessica Tan,F,Singapore,SGP,2024,Summer,Paris,Badminton,Mixed Doubles,No medal
1536651,Min Yeo,F,Singapore,SGP,2024,Summer,Paris,Badminton,Women's Singles,No medal
1536669,Ali Labib,M,IR Iran,IRI,2024,Summer,Paris,Cycling Road,Men's Road Race,No medal
1536683,Farzaneh Fasihi,F,IR Iran,IRI,2024,Summer,Paris,Athletics,Women's 100m,No medal
1536701,Hassan Taftian,M,IR Iran,IRI,2024,Summer,Paris,Athletics,Men's 100m,No medal
1536721,Balraj Panwar,M,India,IND,2024,Summer,Paris,Rowing,Men's Single Sculls,No medal
1536885,Shanieka Ricketts,F,Jamaica,JAM,2024,Summer,Paris,Athletics,Women's Triple Jump,Silver
1536925,Naquille Harris,M,St Kitts and Nevis,SKN,2024,Summer,Paris,Athletics,Men's 100m,No medal
1536961,Ali Davoudi,M,IR Iran,IRI,2024,Summer,Paris,Weightlifting,Men's +102kg,No medal
1536971,Mostafa Javadi,M,IR Iran,IRI,2024,Summer,Paris,Weightlifting,Men's 89kg,No medal
1536983,Diribe Welteji,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 1500m,No medal
1536990,Birke Haylom,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 1500m,No medal
1536992,Freweyni Hailu,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 5000m,No medal
1536996,Ali Aghamirzaeijenaghard,M,IR Iran,IRI,2024,Summer,Paris,Canoe Sprint,Men's Kayak Single 1000m,No medal
1536997,Freddy Mayala,M,Congo,CGO,2024,Summer,Paris,Swimming,Men's 50m Freestyle,No medal
1536998,Berihu Aregawi,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,"Men's 10,000m",Silver
1536999,Yomif Kejelcha,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,"Men's 10,000m",No medal
1537001,Hagos Gebrhiwet,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,Men's 5000m,No medal
1537002,Vanessa Bobimbo,F,Congo,CGO,2024,Summer,Paris,Swimming,Women's 50m Freestyle,No medal
1537010,Natacha Ngoye,F,Congo,CGO,2024,Summer,Paris,Athletics,Women's 100m,No medal
1537012,Chanu Saikhom,F,India,IND,2024,Summer,Paris,Weightlifting,Women's 49kg,No medal
1537049,Selemon Barega,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,"Men's 10,000m",No medal
1537052,Samuel Tefera,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,Men's 1500m,No medal
1537053,Addisu Yihune,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,Men's 5000m,No medal
1537057,Biniam Mehary,M,Ethiopia,ETH,2024,Summer,Paris,Athletics,Men's 5000m,No medal
1537066,Ejgayehu Taye,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 5000m,No medal
1537069,Medina Eisa,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,Women's 5000m,No medal
1537079,Tsigie Gebreselama,F,Ethiopia,ETH,2024,Summer,Paris,Athletics,"Women's 10,000m",No medal
1537135,Jian Zeng,F,Singapore,SGP,2024,Summer,Paris,Table Tennis,Women's Singles,No medal
1537137,Izaac Quek,M,Singapore,SGP,2024,Summer,Paris,Table Tennis,Men's Singles,No medal
1537144,Jerome Vega,M,Puerto Rico,PUR,2024,Summer,Paris,Athletics,Men's Hammer Throw,No medal
1537145,Ayden Owens-delerme,M,Puerto Rico,PUR,2024,Summer,Paris,Athletics,Men's Decathlon,No medal
1537149,de Rachelle,F,Puerto Rico,PUR,2024,Summer,Paris,Athletics,Women's 20km Race Walk,No medal
1537150,Gabby Scott,F,Puerto Rico,PUR,2024,Summer,Paris,Athletics,Women's 400m,No medal
1537163,Nicholas D'amour,M,"Virgin Islands, US",ISV,2024,Summer,Paris,Archery,Men's Individual,No medal
1537168,Luis Castro,M,Puerto Rico,PUR,2024,Summer,Paris,Athletics,Men's High Jump,No medal
1537180,Macarena Ceballos,F,Argentina,ARG,2024,Summer,Paris,Swimming,Women's 100m Breaststroke,No medal
1537180,Macarena Ceballos,F,Argentina,ARG,2024,Summer,Paris,Swimming,Women's 200m Breaststroke,No medal
1537183,Jasmine Camacho-quinn,F,Puerto Rico,PUR,2024,Summer,Paris,Athletics,Women's 100m Hurdles,Bronze
1537185,Luc Chevrier,M,Saint Lucia,LCA,2024,Summer,Paris,Sailing,Men's Dinghy,No medal
1537187,Luis Fernandez,M,Puerto Rico,PUR,2024,Summer,Paris,Sailing,Men's Dinghy,No medal
1537188,C Rivera,M,Puerto Rico,PUR,2024,Summer,Paris,Wrestling,Men's Freestyle 65kg,Bronze
1537189,Ashleyann Lozada,F,Puerto Rico,PUR,2024,Summer,Paris,Boxing,Women's 57kg,No medal
