code,team,team_gender,country,country_code,discipline,disciplines_code,num_athletes
CSPWC2-500M-UKR01,LUZAN Liudmyla / RYBACHOK Anastasiia,W,Ukraine,UKR,Canoe Sprint,CSP,2
CSPWK2-500M-AUS01,BEERE Ella / BULL Aly,W,Australia,AUS,Canoe Sprint,CSP,2
CSPWK2-500M-BEL01,PETERS Hermien / BROEKX Lize,W,Belgium,BEL,Canoe Sprint,CSP,2
CSPWK2-500M-CAN01,STOTT Courtney / DAVISON Natalie,W,Canada,CAN,Canoe Sprint,CSP,2
CSPWK2-500M-CHN01,YU Shimeng / CHEN Yule,W,China,CHN,Canoe Sprint,CSP,2
CSPWK2-500M-DEN01,JORGENSEN Emma Aastrand / MATTHIESEN Frederikke Hauge,W,Denmark,DEN,Canoe Sprint,CSP,2
CSPWK2-500M-ESP01,GARCIA OTERO Carolina / OUZANDE Sara,W,Spain,ESP,Canoe Sprint,CSP,2
CSPWK2-500M-FRA01,HOSTENS Manon / PAOLETTI Vanina,W,France,FRA,Canoe Sprint,CSP,2
CSPWK2-500M-GER01,PASZEK Paulina / HAKE Jule Marie,W,Germany,GER,Canoe Sprint,CSP,2
CSPWK2-500M-GER02,ROEHLINGS Lena / JAGSCH Pauline,W,Germany,GER,Canoe Sprint,CSP,2
CSPWK2-500M-HUN01,CSIPES Tamara / GAZSO Alida Dora,W,Hungary,HUN,Canoe Sprint,CSP,2
CSPWK2-500M-HUN02,PUPP Noemi / FOJT Sara,W,Hungary,HUN,Canoe Sprint,CSP,2
CSPWK2-500M-MEX01,ALANIS MORALES Karina / BRIONES FRAGOZA Beatriz,W,Mexico,MEX,Canoe Sprint,CSP,2
CSPWK2-500M-NED01,KONIJN Selma / VORSSELMAN Ruth,W,Netherlands,NED,Canoe Sprint,CSP,2
CSPWK2-500M-NOR01,VIRIK Maria / SLETSJOEE Anna Margrete,W,Norway,NOR,Canoe Sprint,CSP,2
CSPWK2-500M-NZL01,CARRINGTON Lisa / HOSKIN Alicia,W,New Zealand,NZL,Canoe Sprint,CSP,2
CSPWK2-500M-NZL02,FISHER Aimee / MATEHAERE Lucy,W,New Zealand,NZL,Canoe Sprint,CSP,2
CSPWK2-500M-POL01,KLATT Martyna / WISNIEWSKA Helena,W,Poland,POL,Canoe Sprint,CSP,2
CSPWK2-500M-POL02,NAJA Karolina / PULAWSKA Anna,W,Poland,POL,Canoe Sprint,CSP,2
CSPWK2-500M-RSA01,KOCH Tiffany Amber / OLIVIER Esti,W,South Africa,RSA,Canoe Sprint,CSP,2
CSPWK2-500M-SWE01,STENSILS Linnea / WIKBERG Moa,W,Sweden,SWE,Canoe Sprint,CSP,2
CSPWK4-500M-AUS01,Australia,W,Australia,AUS,Canoe Sprint,CSP,4
CSPWK4-500M-CAN01,Canada,W,Canada,CAN,Canoe Sprint,CSP,4
CSPWK4-500M-CHN01,People's Republic of China,W,China,CHN,Canoe Sprint,CSP,4
CSPWK4-500M-ESP01,Spain,W,Spain,ESP,Canoe Sprint,CSP,4
CSPWK4-500M-GER01,Germany,W,Germany,GER,Canoe Sprint,CSP,4
CSPWK4-500M-HUN01,Hungary,W,Hungary,HUN,Canoe Sprint,CSP,4
CSPWK4-500M-NOR01,Norway,W,Norway,NOR,Canoe Sprint,CSP,4
CSPWK4-500M-NZL01,New Zealand,W,New Zealand,NZL,Canoe Sprint,CSP,4
CSPWK4-500M-POL01,Poland,W,Poland,POL,Canoe Sprint,CSP,4
CSPWK4-500M-SRB01,Serbia,W,Serbia,SRB,Canoe Sprint,CSP,4
CTRMMADISON-AUS01,Australia,M,Australia,AUS,Cycling Track,CTR,2
CTRMMADISON-AUT01,Austria,M,Austria,AUT,Cycling Track,CTR,2
CTRMMADISON-BEL01,Belgium,M,Belgium,BEL,Cycling Track,CTR,2
CTRMMADISON-CAN01,Canada,M,Canada,CAN,Cycling Track,CTR,2
CTRMMADISON-CZE01,Czechia,M,Czechia,CZE,Cycling Track,CTR,2
CTRMMADISON-DEN01,Denmark,M,Denmark,DEN,Cycling Track,CTR,2
CTRMMADISON-ESP01,Spain,M,Spain,ESP,Cycling Track,CTR,2
CTRMMADISON-FRA01,France,M,France,FRA,Cycling Track,CTR,2
CTRMMADISON-GBR01,Great Britain,M,Great Britain,GBR,Cycling Track,CTR,2
CTRMMADISON-GER01,Germany,M,Germany,GER,Cycling Track,CTR,2
CTRMMADISON-ITA01,Italy,M,Italy,ITA,Cycling Track,CTR,2
CTRMMADISON-JPN01,Japan,M,Japan,JPN,Cycling Track,CTR,2
CTRMMADISON-NED01,Netherlands,M,Netherlands,NED,Cycling Track,CTR,2
CTRMMADISON-NZL01,New Zealand,M,New Zealand,NZL,Cycling Track,CTR,2
CTRMMADISON-POR01,Portugal,M,Portugal,POR,Cycling Track,CTR,2
CTRMPURTEAM4AUS01,Australia,M,Australia,AUS,Cycling Track,CTR,5
CTRMPURTEAM4BEL01,Belgium,M,Belgium,BEL,Cycling Track,CTR,4
CTRMPURTEAM4CAN01,Canada,M,Canada,CAN,Cycling Track,CTR,5
CTRMPURTEAM4DEN01,Denmark,M,Denmark,DEN,Cycling Track,CTR,6
CTRMPURTEAM4FRA01,France,M,France,FRA,Cycling Track,CTR,5
CTRMPURTEAM4GBR01,Great Britain,M,Great Britain,GBR,Cycling Track,CTR,6
CTRMPURTEAM4GER01,Germany,M,Germany,GER,Cycling Track,CTR,5
CTRMPURTEAM4ITA01,Italy,M,Italy,ITA,Cycling Track,CTR,5
CTRMPURTEAM4JPN01,Japan,M,Japan,JPN,Cycling Track,CTR,5
CTRMPURTEAM4NZL01,New Zealand,M,New Zealand,NZL,Cycling Track,CTR,5
CTRMSPRTEAM3AUS01,Australia,M,Australia,AUS,Cycling Track,CTR,4
CTRMSPRTEAM3CAN01,Canada,M,Canada,CAN,Cycling Track,CTR,4
CTRMSPRTEAM3CHN01,People's Republic of China,M,China,CHN,Cycling Track,CTR,4
CTRMSPRTEAM3FRA01,France,M,France,FRA,Cycling Track,CTR,4
CTRMSPRTEAM3GBR01,Great Britain,M,Great Britain,GBR,Cycling Track,CTR,4
CTRMSPRTEAM3GER01,Germany,M,Germany,GER,Cycling Track,CTR,4
CTRMSPRTEAM3JPN01,Japan,M,Japan,JPN,Cycling Track,CTR,5
CTRMSPRTEAM3NED01,Netherlands,M,Netherlands,NED,Cycling Track,CTR,4
CTRWMADISON-AUS01,Australia,W,Australia,AUS,Cycling Track,CTR,2
CTRWMADISON-BEL01,Belgium,W,Belgium,BEL,Cycling Track,CTR,2
CTRWMADISON-CAN01,Canada,W,Canada,CAN,Cycling Track,CTR,2
CTRWMADISON-DEN01,Denmark,W,Denmark,DEN,Cycling Track,CTR,2
CTRWMADISON-FRA01,France,W,France,FRA,Cycling Track,CTR,2
CTRWMADISON-GBR01,Great Britain,W,Great Britain,GBR,Cycling Track,CTR,2
CTRWMADISON-GER01,Germany,W,Germany,GER,Cycling Track,CTR,2
CTRWMADISON-IRL01,Ireland,W,Ireland,IRL,Cycling Track,CTR,2
CTRWMADISON-ITA01,Italy,W,Italy,ITA,Cycling Track,CTR,2
CTRWMADISON-JPN01,Japan,W,Japan,JPN,Cycling Track,CTR,2
CTRWMADISON-NED01,Netherlands,W,Netherlands,NED,Cycling Track,CTR,2
CTRWMADISON-NZL01,New Zealand,W,New Zealand,NZL,Cycling Track,CTR,2
CTRWMADISON-POL01,Poland,W,Poland,POL,Cycling Track,CTR,2
CTRWMADISON-SUI01,Switzerland,W,Switzerland,SUI,Cycling Track,CTR,2
CTRWMADISON-USA01,United States of America,W,United States,USA,Cycling Track,CTR,2
CTRWPURTEAM4AUS01,Australia,W,Australia,AUS,Cycling Track,CTR,5
CTRWPURTEAM4CAN01,Canada,W,Canada,CAN,Cycling Track,CTR,5
CTRWPURTEAM4FRA01,France,W,France,FRA,Cycling Track,CTR,5
CTRWPURTEAM4GBR01,Great Britain,W,Great Britain,GBR,Cycling Track,CTR,6
CTRWPURTEAM4GER01,Germany,W,Germany,GER,Cycling Track,CTR,4
CTRWPURTEAM4IRL01,Ireland,W,Ireland,IRL,Cycling Track,CTR,5
CTRWPURTEAM4ITA01,Italy,W,Italy,ITA,Cycling Track,CTR,6
CTRWPURTEAM4JPN01,Japan,W,Japan,JPN,Cycling Track,CTR,5
CTRWPURTEAM4NZL01,New Zealand,W,New Zealand,NZL,Cycling Track,CTR,5
CTRWPURTEAM4USA01,United States of America,W,United States,USA,Cycling Track,CTR,6
CTRWSPRTEAM3CAN01,Canada,W,Canada,CAN,Cycling Track,CTR,4
CTRWSPRTEAM3CHN01,People's Republic of China,W,China,CHN,Cycling Track,CTR,4
CTRWSPRTEAM3GBR01,Great Britain,W,Great Britain,GBR,Cycling Track,CTR,4
CTRWSPRTEAM3GER01,Germany,W,Germany,GER,Cycling Track,CTR,4
CTRWSPRTEAM3MEX01,Mexico,W,Mexico,MEX,Cycling Track,CTR,3
CTRWSPRTEAM3NED01,Netherlands,W,Netherlands,NED,Cycling Track,CTR,3
CTRWSPRTEAM3NZL01,New Zealand,W,New Zealand,NZL,Cycling Track,CTR,4
CTRWSPRTEAM3POL01,Poland,W,Poland,POL,Cycling Track,CTR,4
DIVM10MTEAM2AUS01,Australia,M,Australia,AUS,Diving,DIV,2
DIVM10MTEAM2CAN01,Canada,M,Canada,CAN,Diving,DIV,2
DIVM10MTEAM2CHN01,People's Republic of China,M,China,CHN,Diving,DIV,2
DIVM10MTEAM2FRA01,France,M,France,FRA,Diving,DIV,2
DIVM10MTEAM2GBR01,Great Britain,M,Great Britain,GBR,Diving,DIV,2
DIVM10MTEAM2GER01,Germany,M,Germany,GER,Diving,DIV,2
DIVM10MTEAM2MEX01,Mexico,M,Mexico,MEX,Diving,DIV,2
DIVM10MTEAM2UKR01,Ukraine,M,Ukraine,UKR,Diving,DIV,2
DIVM3MTEAM2-CHN01,People's Republic of China,M,China,CHN,Diving,DIV,2
DIVM3MTEAM2-ESP01,Spain,M,Spain,ESP,Diving,DIV,2
DIVM3MTEAM2-FRA01,France,M,France,FRA,Diving,DIV,2
DIVM3MTEAM2-GBR01,Great Britain,M,Great Britain,GBR,Diving,DIV,2
DIVM3MTEAM2-ITA01,Italy,M,Italy,ITA,Diving,DIV,2
DIVM3MTEAM2-MEX01,Mexico,M,Mexico,MEX,Diving,DIV,2
DIVM3MTEAM2-UKR01,Ukraine,M,Ukraine,UKR,Diving,DIV,2
DIVM3MTEAM2-USA01,United States of America,M,United States,USA,Diving,DIV,2
DIVW10MTEAM2CAN01,Canada,W,Canada,CAN,Diving,DIV,2
DIVW10MTEAM2CHN01,People's Republic of China,W,China,CHN,Diving,DIV,2
DIVW10MTEAM2FRA01,France,W,France,FRA,Diving,DIV,2
DIVW10MTEAM2GBR01,Great Britain,W,Great Britain,GBR,Diving,DIV,2
DIVW10MTEAM2MEX01,Mexico,W,Mexico,MEX,Diving,DIV,2
DIVW10MTEAM2PRK01,Democratic People's Republic of Korea,W,DPR Korea,PRK,Diving,DIV,2
DIVW10MTEAM2UKR01,Ukraine,W,Ukraine,UKR,Diving,DIV,2
DIVW10MTEAM2USA01,United States of America,W,United States,USA,Diving,DIV,2
DIVW3MTEAM2-AUS01,Australia,W,Australia,AUS,Diving,DIV,2
DIVW3MTEAM2-CHN01,People's Republic of China,W,China,CHN,Diving,DIV,2
DIVW3MTEAM2-FRA01,France,W,France,FRA,Diving,DIV,2
DIVW3MTEAM2-GBR01,Great Britain,W,Great Britain,GBR,Diving,DIV,2
DIVW3MTEAM2-GER01,Germany,W,Germany,GER,Diving,DIV,2
DIVW3MTEAM2-ITA01,Italy,W,Italy,ITA,Diving,DIV,2
DIVW3MTEAM2-UKR01,Ukraine,W,Ukraine,UKR,Diving,DIV,2
DIVW3MTEAM2-USA01,United States of America,W,United States,USA,Diving,DIV,2
EQUODRESTEAMAUS01,Australia,O,Australia,AUS,Equestrian,EQU,4
EQUODRESTEAMAUT01,Austria,O,Austria,AUT,Equestrian,EQU,4
EQUODRESTEAMBEL01,Belgium,O,Belgium,BEL,Equestrian,EQU,4
EQUODRESTEAMCAN01,Canada,O,Canada,CAN,Equestrian,EQU,4
EQUODRESTEAMDEN01,Denmark,O,Denmark,DEN,Equestrian,EQU,4
EQUODRESTEAMESP01,Spain,O,Spain,ESP,Equestrian,EQU,4
EQUODRESTEAMFIN01,Finland,O,Finland,FIN,Equestrian,EQU,4
EQUODRESTEAMFRA01,France,O,France,FRA,Equestrian,EQU,4
EQUODRESTEAMGBR01,Great Britain,O,Great Britain,GBR,Equestrian,EQU,4
EQUODRESTEAMGER01,Germany,O,Germany,GER,Equestrian,EQU,4
EQUODRESTEAMNED01,Netherlands,O,Netherlands,NED,Equestrian,EQU,4
EQUODRESTEAMPOL01,Poland,O,Poland,POL,Equestrian,EQU,4
EQUODRESTEAMPOR01,Portugal,O,Portugal,POR,Equestrian,EQU,4
EQUODRESTEAMSWE01,Sweden,O,Sweden,SWE,Equestrian,EQU,4
EQUODRESTEAMUSA01,United States of America,O,United States,USA,Equestrian,EQU,4
EQUOEVENTEAMAUS01,Australia,O,Australia,AUS,Equestrian,EQU,4
EQUOEVENTEAMBEL01,Belgium,O,Belgium,BEL,Equestrian,EQU,4
EQUOEVENTEAMBRA01,Brazil,O,Brazil,BRA,Equestrian,EQU,4
EQUOEVENTEAMCAN01,Canada,O,Canada,CAN,Equestrian,EQU,4
EQUOEVENTEAMFRA01,France,O,France,FRA,Equestrian,EQU,4
EQUOEVENTEAMGBR01,Great Britain,O,Great Britain,GBR,Equestrian,EQU,4
EQUOEVENTEAMGER01,Germany,O,Germany,GER,Equestrian,EQU,4
EQUOEVENTEAMIRL01,Ireland,O,Ireland,IRL,Equestrian,EQU,4
EQUOEVENTEAMITA01,Italy,O,Italy,ITA,Equestrian,EQU,4
EQUOEVENTEAMJPN01,Japan,O,Japan,JPN,Equestrian,EQU,4
EQUOEVENTEAMNED01,Netherlands,O,Netherlands,NED,Equestrian,EQU,4
EQUOEVENTEAMNZL01,New Zealand,O,New Zealand,NZL,Equestrian,EQU,4
EQUOEVENTEAMPOL01,Poland,O,Poland,POL,Equestrian,EQU,4
EQUOEVENTEAMSUI01,Switzerland,O,Switzerland,SUI,Equestrian,EQU,4
EQUOEVENTEAMSWE01,Sweden,O,Sweden,SWE,Equestrian,EQU,4
EQUOEVENTEAMUSA01,United States of America,O,United States,USA,Equestrian,EQU,4
EQUOJUMPTEAMAUS01,Australia,O,Australia,AUS,Equestrian,EQU,4
EQUOJUMPTEAMAUT01,Austria,O,Austria,AUT,Equestrian,EQU,4
EQUOJUMPTEAMBEL01,Belgium,O,Belgium,BEL,Equestrian,EQU,4
EQUOJUMPTEAMBRA01,Brazil,O,Brazil,BRA,Equestrian,EQU,4
EQUOJUMPTEAMCAN01,Canada,O,Canada,CAN,Equestrian,EQU,4
EQUOJUMPTEAMESP01,Spain,O,Spain,ESP,Equestrian,EQU,4
EQUOJUMPTEAMFRA01,France,O,France,FRA,Equestrian,EQU,4
EQUOJUMPTEAMGBR01,Great Britain,O,Great Britain,GBR,Equestrian,EQU,4
EQUOJUMPTEAMGER01,Germany,O,Germany,GER,Equestrian,EQU,4
EQUOJUMPTEAMIRL01,Ireland,O,Ireland,IRL,Equestrian,EQU,4
EQUOJUMPTEAMISR01,Israel,O,Israel,ISR,Equestrian,EQU,4
EQUOJUMPTEAMJPN01,Japan,O,Japan,JPN,Equestrian,EQU,4
EQUOJUMPTEAMKSA01,Saudi Arabia,O,Saudi Arabia,KSA,Equestrian,EQU,4
EQUOJUMPTEAMMEX01,Mexico,O,Mexico,MEX,Equestrian,EQU,4
EQUOJUMPTEAMNED01,Netherlands,O,Netherlands,NED,Equestrian,EQU,4
EQUOJUMPTEAMPOL01,Poland,O,Poland,POL,Equestrian,EQU,4
EQUOJUMPTEAMSUI01,Switzerland,O,Switzerland,SUI,Equestrian,EQU,4
EQUOJUMPTEAMSWE01,Sweden,O,Sweden,SWE,Equestrian,EQU,4
EQUOJUMPTEAMUAE01,United Arab Emirates,O,UA Emirates,UAE,Equestrian,EQU,4
EQUOJUMPTEAMUSA01,United States of America,O,United States,USA,Equestrian,EQU,4
FBLMTEAM11--ARG01,Argentina,M,Argentina,ARG,Football,FBL,18
FBLMTEAM11--DOM01,Dominican Republic,M,Dominican Republic,DOM,Football,FBL,19
FBLMTEAM11--EGY01,Egypt,M,Egypt,EGY,Football,FBL,19
FBLMTEAM11--ESP01,Spain,M,Spain,ESP,Football,FBL,22
FBLMTEAM11--FRA01,France,M,France,FRA,Football,FBL,21
FBLMTEAM11--GUI01,Guinea,M,Guinea,GUI,Football,FBL,19
FBLMTEAM11--IRQ01,Iraq,M,Iraq,IRQ,Football,FBL,19
FBLMTEAM11--ISR01,Israel,M,Israel,ISR,Football,FBL,19
FBLMTEAM11--JPN01,Japan,M,Japan,JPN,Football,FBL,21
FBLMTEAM11--MAR01,Morocco,M,Morocco,MAR,Football,FBL,19
FBLMTEAM11--MLI01,Mali,M,Mali,MLI,Football,FBL,18
FBLMTEAM11--NZL01,New Zealand,M,New Zealand,NZL,Football,FBL,20
FBLMTEAM11--PAR01,Paraguay,M,Paraguay,PAR,Football,FBL,19
FBLMTEAM11--UKR01,Ukraine,M,Ukraine,UKR,Football,FBL,18
FBLMTEAM11--USA01,United States of America,M,United States,USA,Football,FBL,19
FBLMTEAM11--UZB01,Uzbekistan,M,Uzbekistan,UZB,Football,FBL,21
FBLWTEAM11--AUS01,Australia,W,Australia,AUS,Football,FBL,19
FBLWTEAM11--BRA01,Brazil,W,Brazil,BRA,Football,FBL,22
FBLWTEAM11--CAN01,Canada,W,Canada,CAN,Football,FBL,19
FBLWTEAM11--COL01,Colombia,W,Colombia,COL,Football,FBL,19
FBLWTEAM11--ESP01,Spain,W,Spain,ESP,Football,FBL,22
FBLWTEAM11--FRA01,France,W,France,FRA,Football,FBL,20
FBLWTEAM11--GER01,Germany,W,Germany,GER,Football,FBL,20
FBLWTEAM11--JPN01,Japan,W,Japan,JPN,Football,FBL,22
FBLWTEAM11--NGR01,Nigeria,W,Nigeria,NGR,Football,FBL,18
FBLWTEAM11--NZL01,New Zealand,W,New Zealand,NZL,Football,FBL,19
FBLWTEAM11--USA01,United States of America,W,United States,USA,Football,FBL,20
FBLWTEAM11--ZAM01,Zambia,W,Zambia,ZAM,Football,FBL,20
FENMTEAMEPEECZE01,Czechia,M,Czechia,CZE,Fencing,FEN,4
FENMTEAMEPEEEGY01,Egypt,M,Egypt,EGY,Fencing,FEN,4
FENMTEAMEPEEFRA01,France,M,France,FRA,Fencing,FEN,4
FENMTEAMEPEEHUN01,Hungary,M,Hungary,HUN,Fencing,FEN,4
FENMTEAMEPEEITA01,Italy,M,Italy,ITA,Fencing,FEN,4
FENMTEAMEPEEJPN01,Japan,M,Japan,JPN,Fencing,FEN,4
FENMTEAMEPEEKAZ01,Kazakhstan,M,Kazakhstan,KAZ,Fencing,FEN,4
FENMTEAMEPEEVEN01,Venezuela,M,Venezuela,VEN,Fencing,FEN,4
FENMTEAMFOILCAN01,Canada,M,Canada,CAN,Fencing,FEN,4
FENMTEAMFOILCHN01,People's Republic of China,M,China,CHN,Fencing,FEN,4
FENMTEAMFOILEGY01,Egypt,M,Egypt,EGY,Fencing,FEN,4
FENMTEAMFOILFRA01,France,M,France,FRA,Fencing,FEN,4
FENMTEAMFOILITA01,Italy,M,Italy,ITA,Fencing,FEN,4
FENMTEAMFOILJPN01,Japan,M,Japan,JPN,Fencing,FEN,4
FENMTEAMFOILPOL01,Poland,M,Poland,POL,Fencing,FEN,4
FENMTEAMFOILUSA01,United States of America,M,United States,USA,Fencing,FEN,4
FENMTEAMSABRCAN01,Canada,M,Canada,CAN,Fencing,FEN,4
FENMTEAMSABREGY01,Egypt,M,Egypt,EGY,Fencing,FEN,4
FENMTEAMSABRFRA01,France,M,France,FRA,Fencing,FEN,4
FENMTEAMSABRHUN01,Hungary,M,Hungary,HUN,Fencing,FEN,4
FENMTEAMSABRIRI01,Islamic Republic of Iran,M,IR Iran,IRI,Fencing,FEN,4
FENMTEAMSABRITA01,Italy,M,Italy,ITA,Fencing,FEN,4
FENMTEAMSABRKOR01,Republic of Korea,M,Korea,KOR,Fencing,FEN,4
FENMTEAMSABRUSA01,United States of America,M,United States,USA,Fencing,FEN,4
FENWTEAMEPEECHN01,People's Republic of China,W,China,CHN,Fencing,FEN,4
FENWTEAMEPEEEGY01,Egypt,W,Egypt,EGY,Fencing,FEN,4
FENWTEAMEPEEFRA01,France,W,France,FRA,Fencing,FEN,4
FENWTEAMEPEEITA01,Italy,W,Italy,ITA,Fencing,FEN,4
FENWTEAMEPEEKOR01,Republic of Korea,W,Korea,KOR,Fencing,FEN,4
FENWTEAMEPEEPOL01,Poland,W,Poland,POL,Fencing,FEN,4
FENWTEAMEPEEUKR01,Ukraine,W,Ukraine,UKR,Fencing,FEN,4
FENWTEAMEPEEUSA01,United States of America,W,United States,USA,Fencing,FEN,4
FENWTEAMFOILCAN01,Canada,W,Canada,CAN,Fencing,FEN,4
FENWTEAMFOILCHN01,People's Republic of China,W,China,CHN,Fencing,FEN,4
FENWTEAMFOILEGY01,Egypt,W,Egypt,EGY,Fencing,FEN,4
FENWTEAMFOILFRA01,France,W,France,FRA,Fencing,FEN,4
FENWTEAMFOILITA01,Italy,W,Italy,ITA,Fencing,FEN,4
FENWTEAMFOILJPN01,Japan,W,Japan,JPN,Fencing,FEN,4
FENWTEAMFOILPOL01,Poland,W,Poland,POL,Fencing,FEN,4
FENWTEAMFOILUSA01,United States of America,W,United States,USA,Fencing,FEN,4
FENWTEAMSABRALG01,Algeria,W,Algeria,ALG,Fencing,FEN,4
FENWTEAMSABRFRA01,France,W,France,FRA,Fencing,FEN,4
FENWTEAMSABRHUN01,Hungary,W,Hungary,HUN,Fencing,FEN,4
FENWTEAMSABRITA01,Italy,W,Italy,ITA,Fencing,FEN,4
FENWTEAMSABRJPN01,Japan,W,Japan,JPN,Fencing,FEN,4
FENWTEAMSABRKOR01,Republic of Korea,W,Korea,KOR,Fencing,FEN,4
FENWTEAMSABRUKR01,Ukraine,W,Ukraine,UKR,Fencing,FEN,4
FENWTEAMSABRUSA01,United States of America,W,United States,USA,Fencing,FEN,4
GARMTEAM----CAN01,Canada,M,Canada,CAN,Artistic Gymnastics,GAR,5
GARMTEAM----CHN01,People's Republic of China,M,China,CHN,Artistic Gymnastics,GAR,5
GARMTEAM----ESP01,Spain,M,Spain,ESP,Artistic Gymnastics,GAR,5
GARMTEAM----GBR01,Great Britain,M,Great Britain,GBR,Artistic Gymnastics,GAR,5
GARMTEAM----GER01,Germany,M,Germany,GER,Artistic Gymnastics,GAR,5
GARMTEAM----ITA01,Italy,M,Italy,ITA,Artistic Gymnastics,GAR,5
GARMTEAM----JPN01,Japan,M,Japan,JPN,Artistic Gymnastics,GAR,5
GARMTEAM----NED01,Netherlands,M,Netherlands,NED,Artistic Gymnastics,GAR,5
GARMTEAM----SUI01,Switzerland,M,Switzerland,SUI,Artistic Gymnastics,GAR,5
GARMTEAM----TUR01,Türkiye,M,Türkiye,TUR,Artistic Gymnastics,GAR,5
GARMTEAM----UKR01,Ukraine,M,Ukraine,UKR,Artistic Gymnastics,GAR,5
GARMTEAM----USA01,United States of America,M,United States,USA,Artistic Gymnastics,GAR,5
GARWTEAM----AUS01,Australia,W,Australia,AUS,Artistic Gymnastics,GAR,5
GARWTEAM----BRA01,Brazil,W,Brazil,BRA,Artistic Gymnastics,GAR,5
GARWTEAM----CAN01,Canada,W,Canada,CAN,Artistic Gymnastics,GAR,5
GARWTEAM----CHN01,People's Republic of China,W,China,CHN,Artistic Gymnastics,GAR,5
GARWTEAM----FRA01,France,W,France,FRA,Artistic Gymnastics,GAR,5
GARWTEAM----GBR01,Great Britain,W,Great Britain,GBR,Artistic Gymnastics,GAR,5
GARWTEAM----ITA01,Italy,W,Italy,ITA,Artistic Gymnastics,GAR,5
GARWTEAM----JPN01,Japan,W,Japan,JPN,Artistic Gymnastics,GAR,4
GARWTEAM----KOR01,Republic of Korea,W,Korea,KOR,Artistic Gymnastics,GAR,5
GARWTEAM----NED01,Netherlands,W,Netherlands,NED,Artistic Gymnastics,GAR,5
GARWTEAM----ROU01,Romania,W,Romania,ROU,Artistic Gymnastics,GAR,5
GARWTEAM----USA01,United States of America,W,United States,USA,Artistic Gymnastics,GAR,5
GRYW5AA-----AUS01,Australia,W,Australia,AUS,Rhythmic Gymnastics,GRY,5
GRYW5AA-----AZE01,Azerbaijan,W,Azerbaijan,AZE,Rhythmic Gymnastics,GRY,5
GRYW5AA-----BRA01,Brazil,W,Brazil,BRA,Rhythmic Gymnastics,GRY,5
GRYW5AA-----BUL01,Bulgaria,W,Bulgaria,BUL,Rhythmic Gymnastics,GRY,5
GRYW5AA-----CHN01,People's Republic of China,W,China,CHN,Rhythmic Gymnastics,GRY,5
GRYW5AA-----EGY01,Egypt,W,Egypt,EGY,Rhythmic Gymnastics,GRY,5
GRYW5AA-----ESP01,Spain,W,Spain,ESP,Rhythmic Gymnastics,GRY,5
GRYW5AA-----FRA01,France,W,France,FRA,Rhythmic Gymnastics,GRY,5
GRYW5AA-----GER01,Germany,W,Germany,GER,Rhythmic Gymnastics,GRY,5
GRYW5AA-----ISR01,Israel,W,Israel,ISR,Rhythmic Gymnastics,GRY,5
GRYW5AA-----ITA01,Italy,W,Italy,ITA,Rhythmic Gymnastics,GRY,5
GRYW5AA-----MEX01,Mexico,W,Mexico,MEX,Rhythmic Gymnastics,GRY,5
GRYW5AA-----UKR01,Ukraine,W,Ukraine,UKR,Rhythmic Gymnastics,GRY,5
GRYW5AA-----UZB01,Uzbekistan,W,Uzbekistan,UZB,Rhythmic Gymnastics,GRY,5
HBLMTEAM7---ARG01,Argentina,M,Argentina,ARG,Handball,HBL,15
HBLMTEAM7---CRO01,Croatia,M,Croatia,CRO,Handball,HBL,14
HBLMTEAM7---DEN01,Denmark,M,Denmark,DEN,Handball,HBL,16
HBLMTEAM7---EGY01,Egypt,M,Egypt,EGY,Handball,HBL,15
HBLMTEAM7---ESP01,Spain,M,Spain,ESP,Handball,HBL,15
HBLMTEAM7---FRA01,France,M,France,FRA,Handball,HBL,16
HBLMTEAM7---GER01,Germany,M,Germany,GER,Handball,HBL,16
HBLMTEAM7---HUN01,Hungary,M,Hungary,HUN,Handball,HBL,17
HBLMTEAM7---JPN01,Japan,M,Japan,JPN,Handball,HBL,14
HBLMTEAM7---NOR01,Norway,M,Norway,NOR,Handball,HBL,14
HBLMTEAM7---SLO01,Slovenia,M,Slovenia,SLO,Handball,HBL,17
HBLMTEAM7---SWE01,Sweden,M,Sweden,SWE,Handball,HBL,16
HBLWTEAM7---ANG01,Angola,W,Angola,ANG,Handball,HBL,14
HBLWTEAM7---BRA01,Brazil,W,Brazil,BRA,Handball,HBL,16
HBLWTEAM7---DEN01,Denmark,W,Denmark,DEN,Handball,HBL,15
HBLWTEAM7---ESP01,Spain,W,Spain,ESP,Handball,HBL,15
HBLWTEAM7---FRA01,France,W,France,FRA,Handball,HBL,17
HBLWTEAM7---GER01,Germany,W,Germany,GER,Handball,HBL,14
HBLWTEAM7---HUN01,Hungary,W,Hungary,HUN,Handball,HBL,17
HBLWTEAM7---KOR01,Republic of Korea,W,Korea,KOR,Handball,HBL,14
HBLWTEAM7---NED01,Netherlands,W,Netherlands,NED,Handball,HBL,14
HBLWTEAM7---NOR01,Norway,W,Norway,NOR,Handball,HBL,15
HBLWTEAM7---SLO01,Slovenia,W,Slovenia,SLO,Handball,HBL,15
HBLWTEAM7---SWE01,Sweden,W,Sweden,SWE,Handball,HBL,15
HOCMTEAM11--ARG01,Argentina,M,Argentina,ARG,Hockey,HOC,18
