code,team,team_gender,country,country_code,discipline,disciplines_code,num_athletes
SHOXARMT----HUN01,Hungary,X,Hungary,HUN,Shooting,SHO,2
SHOXARMT----IND01,India 1,X,India,IND,Shooting,SHO,2
SHOXARMT----IND02,India 2,X,India,IND,Shooting,SHO,2
SHOXARMT----ITA01,Italy,X,Italy,ITA,Shooting,SHO,2
SHOXARMT----JPN01,Japan,X,Japan,JPN,Shooting,SHO,2
SHOXARMT----KAZ01,Kazakhstan 1,X,Kazakhstan,KAZ,Shooting,SHO,2
SHOXARMT----KAZ02,Kazakhstan 2,X,Kazakhstan,KAZ,Shooting,SHO,2
SHOXARMT----KOR01,Republic of Korea 1,X,Korea,KOR,Shooting,SHO,2
SHOXARMT----KOR02,Republic of Korea 2,X,Korea,KOR,Shooting,SHO,2
SHOXARMT----MEX01,Mexico,X,Mexico,MEX,Shooting,SHO,2
SHOXARMT----MGL01,Mongolia,X,Mongolia,MGL,Shooting,SHO,2
SHOXARMT----NOR01,Norway 1,X,Norway,NOR,Shooting,SHO,2
SHOXARMT----NOR02,Norway 2,X,Norway,NOR,Shooting,SHO,2
SHOXARMT----POL01,Poland 1,X,Poland,POL,Shooting,SHO,2
SHOXARMT----POL02,Poland 2,X,Poland,POL,Shooting,SHO,2
SHOXARMT----USA01,United States of America 1,X,United States,USA,Shooting,SHO,2
SHOXARMT----USA02,United States of America 2,X,United States,USA,Shooting,SHO,2
SHOXSKMT----AUS01,Australia,X,Australia,AUS,Shooting,SHO,2
SHOXSKMT----CHN01,People's Republic of China,X,China,CHN,Shooting,SHO,2
SHOXSKMT----CZE01,Czechia,X,Czechia,CZE,Shooting,SHO,2
SHOXSKMT----FRA01,France,X,France,FRA,Shooting,SHO,2
SHOXSKMT----GER01,Germany,X,Germany,GER,Shooting,SHO,2
SHOXSKMT----GRE01,Greece,X,Greece,GRE,Shooting,SHO,2
SHOXSKMT----IND01,India,X,India,IND,Shooting,SHO,2
SHOXSKMT----ITA01,Italy 1,X,Italy,ITA,Shooting,SHO,2
SHOXSKMT----ITA02,Italy 2,X,Italy,ITA,Shooting,SHO,2
SHOXSKMT----KAZ01,Kazakhstan,X,Kazakhstan,KAZ,Shooting,SHO,2
SHOXSKMT----KOR01,Republic of Korea,X,Korea,KOR,Shooting,SHO,2
SHOXSKMT----PER01,Peru,X,Peru,PER,Shooting,SHO,2
SHOXSKMT----SWE01,Sweden,X,Sweden,SWE,Shooting,SHO,2
SHOXSKMT----USA01,United States of America 1,X,United States,USA,Shooting,SHO,2
SHOXSKMT----USA02,United States of America 2,X,United States,USA,Shooting,SHO,2
SWAWTEAM2---AUS01,Australia,W,Australia,AUS,Artistic Swimming,SWA,2
SWAWTEAM2---AUT01,Austria,W,Austria,AUT,Artistic Swimming,SWA,2
SWAWTEAM2---CAN01,Canada,W,Canada,CAN,Artistic Swimming,SWA,2
SWAWTEAM2---CHN01,People's Republic of China,W,China,CHN,Artistic Swimming,SWA,2
SWAWTEAM2---EGY01,Egypt,W,Egypt,EGY,Artistic Swimming,SWA,2
SWAWTEAM2---ESP01,Spain,W,Spain,ESP,Artistic Swimming,SWA,2
SWAWTEAM2---FRA01,France,W,France,FRA,Artistic Swimming,SWA,2
SWAWTEAM2---GBR01,Great Britain,W,Great Britain,GBR,Artistic Swimming,SWA,2
SWAWTEAM2---GRE01,Greece,W,Greece,GRE,Artistic Swimming,SWA,2
SWAWTEAM2---ISR01,Israel,W,Israel,ISR,Artistic Swimming,SWA,2
SWAWTEAM2---ITA01,Italy,W,Italy,ITA,Artistic Swimming,SWA,2
SWAWTEAM2---JPN01,Japan,W,Japan,JPN,Artistic Swimming,SWA,2
SWAWTEAM2---KOR01,Republic of Korea,W,Korea,KOR,Artistic Swimming,SWA,2
SWAWTEAM2---MEX01,Mexico,W,Mexico,MEX,Artistic Swimming,SWA,2
SWAWTEAM2---NED01,Netherlands,W,Netherlands,NED,Artistic Swimming,SWA,2
SWAWTEAM2---NZL01,New Zealand,W,New Zealand,NZL,Artistic Swimming,SWA,2
SWAWTEAM2---UKR01,Ukraine,W,Ukraine,UKR,Artistic Swimming,SWA,2
SWAWTEAM2---USA01,United States of America,W,United States,USA,Artistic Swimming,SWA,2
SWAWTEAM8---AUS01,Australia,O,Australia,AUS,Artistic Swimming,SWA,9
SWAWTEAM8---CAN01,Canada,O,Canada,CAN,Artistic Swimming,SWA,9
SWAWTEAM8---CHN01,People's Republic of China,O,China,CHN,Artistic Swimming,SWA,9
SWAWTEAM8---EGY01,Egypt,O,Egypt,EGY,Artistic Swimming,SWA,9
SWAWTEAM8---ESP01,Spain,O,Spain,ESP,Artistic Swimming,SWA,9
SWAWTEAM8---FRA01,France,O,France,FRA,Artistic Swimming,SWA,9
SWAWTEAM8---ITA01,Italy,O,Italy,ITA,Artistic Swimming,SWA,9
SWAWTEAM8---JPN01,Japan,O,Japan,JPN,Artistic Swimming,SWA,9
SWAWTEAM8---MEX01,Mexico,O,Mexico,MEX,Artistic Swimming,SWA,9
SWAWTEAM8---USA01,United States of America,O,United States,USA,Artistic Swimming,SWA,9
SWMM4X100MFRAUS01,Australia,M,Australia,AUS,Swimming,SWM,5
SWMM4X100MFRBRA01,Brazil,M,Brazil,BRA,Swimming,SWM,4
SWMM4X100MFRCAN01,Canada,M,Canada,CAN,Swimming,SWM,4
SWMM4X100MFRCHN01,People's Republic of China,M,China,CHN,Swimming,SWM,4
SWMM4X100MFRESP01,Spain,M,Spain,ESP,Swimming,SWM,4
SWMM4X100MFRFRA01,France,M,France,FRA,Swimming,SWM,4
SWMM4X100MFRGBR01,Great Britain,M,Great Britain,GBR,Swimming,SWM,5
SWMM4X100MFRGER01,Germany,M,Germany,GER,Swimming,SWM,4
SWMM4X100MFRGRE01,Greece,M,Greece,GRE,Swimming,SWM,4
SWMM4X100MFRHUN01,Hungary,M,Hungary,HUN,Swimming,SWM,4
SWMM4X100MFRISR01,Israel,M,Israel,ISR,Swimming,SWM,4
SWMM4X100MFRITA01,Italy,M,Italy,ITA,Swimming,SWM,6
SWMM4X100MFRPOL01,Poland,M,Poland,POL,Swimming,SWM,4
SWMM4X100MFRSRB01,Serbia,M,Serbia,SRB,Swimming,SWM,4
SWMM4X100MFRSWE01,Sweden,M,Sweden,SWE,Swimming,SWM,4
SWMM4X100MFRUSA01,United States of America,M,United States,USA,Swimming,SWM,6
SWMM4X100MMDAUS01,Australia,M,Australia,AUS,Swimming,SWM,5
SWMM4X100MMDAUT01,Austria,M,Austria,AUT,Swimming,SWM,4
SWMM4X100MMDCAN01,Canada,M,Canada,CAN,Swimming,SWM,5
SWMM4X100MMDCHN01,People's Republic of China,M,China,CHN,Swimming,SWM,5
SWMM4X100MMDESP01,Spain,M,Spain,ESP,Swimming,SWM,4
SWMM4X100MMDFRA01,France,M,France,FRA,Swimming,SWM,6
SWMM4X100MMDGBR01,Great Britain,M,Great Britain,GBR,Swimming,SWM,5
SWMM4X100MMDGER01,Germany,M,Germany,GER,Swimming,SWM,5
SWMM4X100MMDIRL01,Ireland,M,Ireland,IRL,Swimming,SWM,4
SWMM4X100MMDITA01,Italy,M,Italy,ITA,Swimming,SWM,4
SWMM4X100MMDJPN01,Japan,M,Japan,JPN,Swimming,SWM,4
SWMM4X100MMDKOR01,Republic of Korea,M,Korea,KOR,Swimming,SWM,4
SWMM4X100MMDNED01,Netherlands,M,Netherlands,NED,Swimming,SWM,4
SWMM4X100MMDPOL01,Poland,M,Poland,POL,Swimming,SWM,4
SWMM4X100MMDSUI01,Switzerland,M,Switzerland,SUI,Swimming,SWM,4
SWMM4X100MMDUSA01,United States of America,M,United States,USA,Swimming,SWM,7
SWMM4X200MFRAUS01,Australia,M,Australia,AUS,Swimming,SWM,6
SWMM4X200MFRBRA01,Brazil,M,Brazil,BRA,Swimming,SWM,4
SWMM4X200MFRCAN01,Canada,M,Canada,CAN,Swimming,SWM,4
SWMM4X200MFRCHN01,People's Republic of China,M,China,CHN,Swimming,SWM,5
SWMM4X200MFRESP01,Spain,M,Spain,ESP,Swimming,SWM,4
SWMM4X200MFRFRA01,France,M,France,FRA,Swimming,SWM,4
SWMM4X200MFRGBR01,Great Britain,M,Great Britain,GBR,Swimming,SWM,6
SWMM4X200MFRGER01,Germany,M,Germany,GER,Swimming,SWM,4
SWMM4X200MFRGRE01,Greece,M,Greece,GRE,Swimming,SWM,4
SWMM4X200MFRISR01,Israel,M,Israel,ISR,Swimming,SWM,5
SWMM4X200MFRITA01,Italy,M,Italy,ITA,Swimming,SWM,4
SWMM4X200MFRJPN01,Japan,M,Japan,JPN,Swimming,SWM,4
SWMM4X200MFRKOR01,Republic of Korea,M,Korea,KOR,Swimming,SWM,6
SWMM4X200MFRLTU01,Lithuania,M,Lithuania,LTU,Swimming,SWM,4
SWMM4X200MFRSUI01,Switzerland,M,Switzerland,SUI,Swimming,SWM,4
SWMM4X200MFRUSA01,United States of America,M,United States,USA,Swimming,SWM,7
SWMW4X100MFRAUS01,Australia,W,Australia,AUS,Swimming,SWM,6
SWMW4X100MFRBRA01,Brazil,W,Brazil,BRA,Swimming,SWM,4
SWMW4X100MFRCAN01,Canada,W,Canada,CAN,Swimming,SWM,6
SWMW4X100MFRCHN01,People's Republic of China,W,China,CHN,Swimming,SWM,5
SWMW4X100MFRDEN01,Denmark,W,Denmark,DEN,Swimming,SWM,4
SWMW4X100MFRFRA01,France,W,France,FRA,Swimming,SWM,5
SWMW4X100MFRGBR01,Great Britain,W,Great Britain,GBR,Swimming,SWM,4
SWMW4X100MFRHKG01,"Hong Kong, China",W,"Hong Kong, China",HKG,Swimming,SWM,4
SWMW4X100MFRHUN01,Hungary,W,Hungary,HUN,Swimming,SWM,4
SWMW4X100MFRIRL01,Ireland,W,Ireland,IRL,Swimming,SWM,4
SWMW4X100MFRITA01,Italy,W,Italy,ITA,Swimming,SWM,4
SWMW4X100MFRNED01,Netherlands,W,Netherlands,NED,Swimming,SWM,4
SWMW4X100MFRPOL01,Poland,W,Poland,POL,Swimming,SWM,4
SWMW4X100MFRSLO01,Slovenia,W,Slovenia,SLO,Swimming,SWM,4
SWMW4X100MFRSWE01,Sweden,W,Sweden,SWE,Swimming,SWM,5
SWMW4X100MFRUSA01,United States of America,W,United States,USA,Swimming,SWM,6
SWMW4X100MMDAUS01,Australia,W,Australia,AUS,Swimming,SWM,8
SWMW4X100MMDCAN01,Canada,W,Canada,CAN,Swimming,SWM,7
SWMW4X100MMDCHN01,People's Republic of China,W,China,CHN,Swimming,SWM,7
SWMW4X100MMDDEN01,Denmark,W,Denmark,DEN,Swimming,SWM,4
SWMW4X100MMDFRA01,France,W,France,FRA,Swimming,SWM,5
SWMW4X100MMDGBR01,Great Britain,W,Great Britain,GBR,Swimming,SWM,4
SWMW4X100MMDGER01,Germany,W,Germany,GER,Swimming,SWM,4
SWMW4X100MMDHKG01,"Hong Kong, China",W,"Hong Kong, China",HKG,Swimming,SWM,4
SWMW4X100MMDIRL01,Ireland,W,Ireland,IRL,Swimming,SWM,4
SWMW4X100MMDITA01,Italy,W,Italy,ITA,Swimming,SWM,4
SWMW4X100MMDJPN01,Japan,W,Japan,JPN,Swimming,SWM,4
SWMW4X100MMDNED01,Netherlands,W,Netherlands,NED,Swimming,SWM,4
SWMW4X100MMDPOL01,Poland,W,Poland,POL,Swimming,SWM,4
SWMW4X100MMDSGP01,Singapore,W,Singapore,SGP,Swimming,SWM,4
SWMW4X100MMDSWE01,Sweden,W,Sweden,SWE,Swimming,SWM,4
SWMW4X100MMDUSA01,United States of America,W,United States,USA,Swimming,SWM,8
SWMW4X200MFRAUS01,Australia,W,Australia,AUS,Swimming,SWM,6
SWMW4X200MFRBRA01,Brazil,W,Brazil,BRA,Swimming,SWM,4
SWMW4X200MFRCAN01,Canada,W,Canada,CAN,Swimming,SWM,5
SWMW4X200MFRCHN01,People's Republic of China,W,China,CHN,Swimming,SWM,6
SWMW4X200MFRESP01,Spain,W,Spain,ESP,Swimming,SWM,4
SWMW4X200MFRFRA01,France,W,France,FRA,Swimming,SWM,4
SWMW4X200MFRGBR01,Great Britain,W,Great Britain,GBR,Swimming,SWM,5
SWMW4X200MFRGER01,Germany,W,Germany,GER,Swimming,SWM,4
SWMW4X200MFRHUN01,Hungary,W,Hungary,HUN,Swimming,SWM,4
SWMW4X200MFRISR01,Israel,W,Israel,ISR,Swimming,SWM,4
SWMW4X200MFRITA01,Italy,W,Italy,ITA,Swimming,SWM,4
SWMW4X200MFRJPN01,Japan,W,Japan,JPN,Swimming,SWM,4
SWMW4X200MFRNED01,Netherlands,W,Netherlands,NED,Swimming,SWM,4
SWMW4X200MFRNZL01,New Zealand,W,New Zealand,NZL,Swimming,SWM,4
SWMW4X200MFRTUR01,Türkiye,W,Türkiye,TUR,Swimming,SWM,4
SWMW4X200MFRUSA01,United States of America,W,United States,USA,Swimming,SWM,7
SWMX4X100MMDAUS01,Australia,X,Australia,AUS,Swimming,SWM,8
SWMX4X100MMDBRA01,Brazil,X,Brazil,BRA,Swimming,SWM,4
SWMX4X100MMDCAN01,Canada,X,Canada,CAN,Swimming,SWM,7
SWMX4X100MMDCHN01,People's Republic of China,X,China,CHN,Swimming,SWM,6
SWMX4X100MMDFRA01,France,X,France,FRA,Swimming,SWM,6
SWMX4X100MMDGBR01,Great Britain,X,Great Britain,GBR,Swimming,SWM,5
SWMX4X100MMDGER01,Germany,X,Germany,GER,Swimming,SWM,4
SWMX4X100MMDGRE01,Greece,X,Greece,GRE,Swimming,SWM,4
SWMX4X100MMDISR01,Israel,X,Israel,ISR,Swimming,SWM,4
SWMX4X100MMDITA01,Italy,X,Italy,ITA,Swimming,SWM,4
SWMX4X100MMDJPN01,Japan,X,Japan,JPN,Swimming,SWM,4
SWMX4X100MMDKOR01,Republic of Korea,X,Korea,KOR,Swimming,SWM,4
SWMX4X100MMDNED01,Netherlands,X,Netherlands,NED,Swimming,SWM,6
SWMX4X100MMDPOL01,Poland,X,Poland,POL,Swimming,SWM,4
SWMX4X100MMDSWE01,Sweden,X,Sweden,SWE,Swimming,SWM,4
SWMX4X100MMDUSA01,United States of America,X,United States,USA,Swimming,SWM,8
T000180168080,United States of America,M,United States,USA,Swimming,SWM,4
T002027129113,France,M,France,FRA,Rowing,ROW,2
T005088118027,People's Republic of China,W,China,CHN,Rowing,ROW,4
T005092223144,Australia,W,Australia,AUS,Swimming,SWM,4
T005105061005,Netherlands,W,Netherlands,NED,Swimming,SWM,4
T005106100046,People's Republic of China,W,China,CHN,Swimming,SWM,4
T006235228185,Australia,X,Australia,AUS,Swimming,SWM,4
T007165029113,United States of America,M,United States,USA,Swimming,SWM,4
T009051173051,United States of America,W,United States,USA,Swimming,SWM,4
T009172220247,Australia,M,Australia,AUS,Swimming,SWM,4
T010112120160,United States of America,W,United States,USA,Swimming,SWM,4
T010239039210,Australia,W,Australia,AUS,Swimming,SWM,4
T011230232205,Australia,W,Australia,AUS,Swimming,SWM,4
T012092132149,People's Republic of China,W,China,CHN,Swimming,SWM,4
T012123222150,United States of America,M,United States,USA,Swimming,SWM,4
T013046016056,United States of America,M,United States,USA,Swimming,SWM,4
T015155079200,South Africa,M,South Africa,RSA,Swimming,SWM,4
T015237038062,People's Republic of China,X,China,CHN,Swimming,SWM,4
T017210105197,Poland,M,Poland,POL,Swimming,SWM,4
T018050143120,Republic of Korea,M,Korea,KOR,Swimming,SWM,4
T018078205011,United States of America,X,United States,USA,Swimming,SWM,4
T021139183156,People's Republic of China,X,China,CHN,Swimming,SWM,4
T021182047086,Italy,W,Italy,ITA,Swimming,SWM,4
T021189149154,NADAS Bence / TOTKA Sandor,M,Hungary,HUN,Canoe Sprint,CSP,2
T026007161153,People's Republic of China,M,China,CHN,Swimming,SWM,4
T027065149125,People's Republic of China,W,China,CHN,Cycling Track,CTR,3
T027137076094,Russian Federation,X,Russian Federation,RUS,Swimming,SWM,4
T028003209106,Israel,W,Israel,ISR,Swimming,SWM,4
T029092105234,New Zealand,W,New Zealand,NZL,Rowing,ROW,2
T031089020226,Austria,M,Austria,AUT,Swimming,SWM,4
T031187113126,Great Britain,M,Great Britain,GBR,Rowing,ROW,4
T032180102004,Hungary,W,Hungary,HUN,Swimming,SWM,4
T032230089255,South Africa,W,South Africa,RSA,Swimming,SWM,4
T032254243215,Australia,W,Australia,AUS,Swimming,SWM,4
T033016104132,United States of America,M,United States,USA,Swimming,SWM,4
T034172017177,Australia,W,Australia,AUS,Swimming,SWM,4
T036058255160,Italy,X,Italy,ITA,Shooting,SHO,2
T036184251139,Canada,W,Canada,CAN,Swimming,SWM,4
T037217050165,Great Britain,W,Great Britain,GBR,Swimming,SWM,4
T038182198132,Netherlands,M,Netherlands,NED,Cycling Track,CTR,3
T040023042051,Australia,W,Australia,AUS,Swimming,SWM,4
T040026171031,People's Republic of China,M,China,CHN,Swimming,SWM,4
T040052215176,Netherlands,W,Netherlands,NED,Swimming,SWM,4
T040141230067,Ireland,M,Ireland,IRL,Rowing,ROW,2
T041030033135,Australia,M,Australia,AUS,Swimming,SWM,4
T043219044070,Republic of Korea,X,Korea,KOR,Archery,ARC,2
T044178085196,Australia,W,Australia,AUS,Swimming,SWM,4
T047173034031,Republic of Korea,M,Korea,KOR,Swimming,SWM,4
T048127108097,Australia,W,Australia,AUS,Swimming,SWM,4
T048252009004,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T049177232236,New Zealand,M,New Zealand,NZL,Rowing,ROW,2
T050018234251,Italy,M,Italy,ITA,Swimming,SWM,4
T050113048223,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T051001088214,South Africa,M,South Africa,RSA,Swimming,SWM,4
T051044143211,Australia,M,Australia,AUS,Swimming,SWM,4
T051068010116,CARRINGTON Lisa / REGAL Caitlin,W,New Zealand,NZL,Canoe Sprint,CSP,2
T052000234216,People's Republic of China,X,China,CHN,Shooting,SHO,2
T052132148157,Romania,W,Romania,ROU,Rowing,ROW,9
T053127170146,United States of America,W,United States,USA,Swimming,SWM,4
T054085034000,Australia,W,Australia,AUS,Swimming,SWM,4
T054095068175,United States of America,M,United States,USA,Swimming,SWM,4
T055237149192,People's Republic of China,M,China,CHN,Swimming,SWM,4
T056152082134,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T056184065059,Australia,W,Australia,AUS,Swimming,SWM,4
T056243084219,United States of America,M,United States,USA,Swimming,SWM,4
T057153235207,United States of America,W,United States,USA,Swimming,SWM,4
T059049008124,United States of America,M,United States,USA,Swimming,SWM,2
T061066235178,Australia,W,Australia,AUS,Swimming,SWM,4
T061189189233,Germany,W,Germany,GER,Cycling Track,CTR,4
T061199228210,United States of America,M,United States,USA,Swimming,SWM,4
T062099173126,United States of America,M,United States,USA,Swimming,SWM,4
T063034253052,Romania,W,Romania,ROU,Rowing,ROW,2
T069195059111,United States of America,X,United States,USA,Shooting,SHO,2
T070176182065,Australia,W,Australia,AUS,Swimming,SWM,4
T070224246047,United States of America,M,United States,USA,Swimming,SWM,4
T072239007015,Australia,M,Australia,AUS,Swimming,SWM,4
T073161009048,Germany,W,Germany,GER,Cycling Track,CTR,4
T073212219121,People's Republic of China,W,China,CHN,Swimming,SWM,4
T074215096235,South Africa,X,South Africa,RSA,Swimming,SWM,4
T075047206000,Italy,M,Italy,ITA,Swimming,SWM,4
T075068011152,Canada,W,Canada,CAN,Swimming,SWM,4
T076077236018,People's Republic of China,X,China,CHN,Swimming,SWM,4
T077028246213,Canada,W,Canada,CAN,Swimming,SWM,4
T077146100097,Australia,W,Australia,AUS,Swimming,SWM,4
T079248110012,Italy,W,Italy,ITA,Swimming,SWM,4
T080064149056,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T080216244244,United States of America,W,United States,USA,Swimming,SWM,4
T082101210032,Australia,W,Australia,AUS,Swimming,SWM,4
T083202023196,Australia,W,Australia,AUS,Swimming,SWM,4
T083223008017,German Democratic Republic,W,German Dem. Republic,GDR,Swimming,SWM,4
T083238094200,United States of America,M,United States,USA,Swimming,SWM,4
T084165231039,People's Republic of China,M,China,CHN,Swimming,SWM,4
T085109095203,Australia,W,Australia,AUS,Swimming,SWM,4
T085178047216,People's Republic of China,W,China,CHN,Swimming,SWM,4
T086166153118,United States of America,W,United States,USA,Swimming,SWM,4
T086254156090,Spain,M,Spain,ESP,Canoe Sprint,CSP,4
T087049051255,United States of America,M,United States,USA,Swimming,SWM,4
T087095040064,Hungary,W,Hungary,HUN,Swimming,SWM,4
T088121127206,Australia,W,Australia,AUS,Swimming,SWM,4
T091046074070,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T091074019200,Australia,X,Australia,AUS,Swimming,SWM,4
T091147023065,Netherlands,M,Netherlands,NED,Rowing,ROW,4
T093018155227,Spain,M,Spain,ESP,Swimming,SWM,4
T094207118201,Australia,W,Australia,AUS,Swimming,SWM,4
T094231202250,United States of America,W,United States,USA,Swimming,SWM,4
T095071193182,Hungary,M,Hungary,HUN,Swimming,SWM,4
T096245183145,United States of America,M,United States,USA,Swimming,SWM,4
T097024201207,United States of America,M,United States,USA,Swimming,SWM,4
T097190080234,Australia,W,Australia,AUS,Swimming,SWM,4
T097198068021,United States of America,M,United States,USA,Swimming,SWM,4
T099012198163,France,M,France,FRA,Swimming,SWM,4
T101139061230,Germany,M,Germany,GER,Rowing,ROW,9
T103009064164,Serbia,M,Serbia,SRB,Swimming,SWM,4
T103220134006,Hungary,W,Hungary,HUN,Canoe Sprint,CSP,4
T103223108185,India,X,India,IND,Shooting,SHO,2
T104147084217,Unified Team,M,Unified Team,EUN,Swimming,SWM,4
T105004201136,RAUHE Ronald / WIESKOTTER Tim,M,Germany,GER,Canoe Sprint,CSP,2
T107073074055,People's Republic of China,W,China,CHN,Swimming,SWM,4
T107081146202,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T107144046005,Australia,W,Australia,AUS,Swimming,SWM,4
T108070151074,Italy,M,Italy,ITA,Swimming,SWM,4
T108160233061,United States of America,M,United States,USA,Swimming,SWM,4
T108161120062,Australia,M,Australia,AUS,Swimming,SWM,4
T109237041237,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T110180116243,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T112130234068,Australia,W,Australia,AUS,Swimming,SWM,4
T112173189178,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T114143077091,Sweden,W,Sweden,SWE,Swimming,SWM,4
T117044066011,Netherlands,M,Netherlands,NED,Cycling Track,CTR,3
T117235076051,People's Republic of China,M,China,CHN,Swimming,SWM,4
T119034156000,United States of America,M,United States,USA,Swimming,SWM,4
T120121050150,United States of America,W,United States,USA,Swimming,SWM,4
T121068205168,Italy,M,Italy,ITA,Swimming,SWM,4
T123093085163,People's Republic of China,M,China,CHN,Swimming,SWM,4
T124043035021,United States of America,M,United States,USA,Swimming,SWM,4
T126209096140,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T127073218087,Australia,W,Australia,AUS,Swimming,SWM,4
T127075108220,South Africa,W,South Africa,RSA,Swimming,SWM,4
T127127130200,Australia,W,Australia,AUS,Swimming,SWM,4
T128043238071,United States of America,M,United States,USA,Swimming,SWM,4
T129222111254,United States of America,M,United States,USA,Swimming,SWM,4
T132114009227,Republic of Korea,W,Korea,KOR,Archery,ARC,3
T133048054128,United States of America,M,United States,USA,Swimming,SWM,4
T134130092240,People's Republic of China,W,China,CHN,Swimming,SWM,4
T134149068080,Netherlands,M,Netherlands,NED,Swimming,SWM,4
T135067238066,People's Republic of China,W,China,CHN,Rowing,ROW,4
T135144033254,People's Republic of China,W,China,CHN,Swimming,SWM,4
T136207100235,Germany,M,Germany,GER,Canoe Sprint,CSP,4
T136232070138,People's Republic of China,X,China,CHN,Swimming,SWM,4
T137153163006,Australia,W,Australia,AUS,Swimming,SWM,4
T138230063185,United States of America,W,United States,USA,Swimming,SWM,4
T139082206031,People's Republic of China,W,China,CHN,Swimming,SWM,4
T140007067165,Australia,W,Australia,AUS,Swimming,SWM,4
T140176027011,People's Republic of China,W,China,CHN,Swimming,SWM,4
T141135060156,Germany,W,Germany,GER,Swimming,SWM,4
T143157012191,New Zealand,W,New Zealand,NZL,Swimming,SWM,4
T144159001066,Australia,W,Australia,AUS,Swimming,SWM,4
T144224053168,United States of America,M,United States,USA,Swimming,SWM,4
T144247061115,Canada,M,Canada,CAN,Swimming,SWM,4
T145195042022,Australia,M,Australia,AUS,Swimming,SWM,4
T146196227215,United States of America,W,United States,USA,Swimming,SWM,4
T146250208081,Australia,W,Australia,AUS,Swimming,SWM,4
T147031123022,Greece,M,Greece,GRE,Swimming,SWM,4
T150192020010,Russian Federation,W,Russian Federation,RUS,Swimming,SWM,4
T150208041031,United States of America,W,United States,USA,Swimming,SWM,4
T151104038079,People's Republic of China,X,China,CHN,Swimming,SWM,4
T151165203059,Australia,W,Australia,AUS,Swimming,SWM,4
T151248169221,People's Republic of China,W,China,CHN,Swimming,SWM,4
T152007104101,United States of America,M,United States,USA,Swimming,SWM,4
T152072158000,United States of America,M,United States,USA,Swimming,SWM,4
T153072139060,People's Republic of China,X,China,CHN,Swimming,SWM,4
T154252007135,United States of America,W,United States,USA,Swimming,SWM,4
T155251247033,United States of America,W,United States,USA,Swimming,SWM,4
T156038232203,Brazil,W,Brazil,BRA,Swimming,SWM,4
T156096141213,Australia,W,Australia,AUS,Swimming,SWM,4
T157141039174,United States of America,X,United States,USA,Swimming,SWM,4
T159071241179,New Zealand,W,New Zealand,NZL,Rowing,ROW,2
T159085242241,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T159093137068,Republic of Korea,W,Korea,KOR,Archery,ARC,3
T159170064046,United States of America,M,United States,USA,Swimming,SWM,4
T160155181193,Italy,W,Italy,ITA,Rowing,ROW,2
T160254050136,United States of America,X,United States,USA,Swimming,SWM,4
T161191071133,People's Republic of China,W,China,CHN,Swimming,SWM,4
T162219254220,Australia,M,Australia,AUS,Rowing,ROW,4
T163062069251,United States of America,M,United States,USA,Swimming,SWM,4
T163072084245,Israel,X,Israel,ISR,Swimming,SWM,4
T163127098077,Poland,W,Poland,POL,Swimming,SWM,4
T164107208177,United States of America,M,United States,USA,Swimming,SWM,4
T164131189204,XU Shixiao / SUN Mengya,W,China,CHN,Canoe Sprint,CSP,2
T164201023192,Australia,W,Australia,AUS,Swimming,SWM,4
T164227030087,Poland,W,Poland,POL,Swimming,SWM,4
T165150246048,France,M,France,FRA,Swimming,SWM,4
T165219065158,German Democratic Republic,W,German Dem. Republic,GDR,Swimming,SWM,4
T165230053108,Australia,M,Australia,AUS,Swimming,SWM,4
T165255017046,Australia,W,Australia,AUS,Swimming,SWM,4
T170011107055,Italy,M,Italy,ITA,Swimming,SWM,4
T170120112068,Australia,W,Australia,AUS,Rowing,ROW,2
T170150126026,Ireland,M,Ireland,IRL,Rowing,ROW,2
T172050237073,People's Republic of China,X,China,CHN,Swimming,SWM,4
T173034009013,Federal Republic of Germany,M,FRG,FRG,Swimming,SWM,4
T175179048136,United States of America,M,United States,USA,Rowing,ROW,9
T176081239160,United States of America,M,United States,USA,Swimming,SWM,4
T176093139168,Australia,W,Australia,AUS,Rowing,ROW,4
T176106184236,People's Republic of China,W,China,CHN,Swimming,SWM,4
T176208225219,United States of America,M,United States,USA,Swimming,SWM,4
T176255250242,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T177095146045,CARRINGTON Lisa / REGAL Caitlin,W,New Zealand,NZL,Canoe Sprint,CSP,2
T177099104150,United States of America,M,United States,USA,Swimming,SWM,4
T177131070058,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T177162067254,Australia,X,Australia,AUS,Swimming,SWM,4
T177215118232,People's Republic of China,M,China,CHN,Swimming,SWM,4
T178131014059,Australia,W,Australia,AUS,Swimming,SWM,4
